"V1","V2","V3","V4"
29.39,7,2,12
28.856,4,2,12
28.322,8,2,12
27.788,7,2,12
27.254,6,2,12
26.72,8,2,12
26.186,5,2,12
25.652,8,2,12
25.118,6,2,12
24.584,9,2,12
24.05,2,2,12
23.516,11,2,12
22.982,5,2,12
22.448,5,2,12
21.914,8,2,12
21.38,10,2,12
20.846,8,2,12
20.312,6,2,12
19.778,7,2,12
19.244,11,2,12
18.71,6,2,12
18.176,3,2,12
17.642,11,2,12
17.108,7,2,12
16.574,12,2,12
16.04,12,2,12
15.506,12,2,12
14.972,14,2,12
14.438,7,2,12
13.904,12,2,12
13.37,6,2,12
12.836,7,2,12
12.302,10,2,12
11.768,11,2,12
11.234,12,2,12
10.7,15,2,12
10.166,14,2,12
9.632,12,2,12
9.098,16,2,12
8.564,12,2,12
8.03,14,2,12
7.496,17,2,12
6.962,16,2,12
6.428,16,2,12
5.894,16,2,12
5.36,14,2,12
4.826,15,2,12
4.292,15,2,12
3.758,16,2,12
3.224,19,2,12
2.69,19,2,12
2.156,19,2,12
1.622,18,2,12
1.088,19,2,12
0.554,20,2,12
0.02,20,2,12
744.169999999999,5,1,13
666.945999999999,1,2,13
473.352,1,2,13
374.064,1,2,13
324.42,1,2,13
313.388,1,2,13
291.324,1,2,13
241.145999999999,1,2,13
168.903999999999,2,2,13
146.306,1,2,13
134.74,1,2,13
88.4760000000002,1,2,13
82.9600000000001,1,2,13
76.9100000000001,1,2,13
64.8099999999999,2,2,13
58.2259999999999,2,2,13
57.6919999999999,1,2,13
56.6239999999999,2,2,13
56.0899999999999,1,2,13
55.0219999999999,2,2,13
53.9539999999999,2,2,13
53.4199999999999,1,2,13
52.8859999999999,3,2,13
52.3519999999999,1,2,13
51.8179999999999,2,2,13
51.2839999999999,4,2,13
50.7499999999999,1,2,13
49.1479999999999,1,2,13
48.6139999999999,4,2,13
48.0799999999999,3,2,13
47.5459999999999,3,2,13
47.012,4,2,13
45.944,1,2,13
45.41,2,2,13
44.876,2,2,13
44.342,3,2,13
43.808,5,2,13
43.274,6,2,13
42.74,3,2,13
42.206,4,2,13
41.672,2,2,13
41.138,2,2,13
40.604,1,2,13
40.07,4,2,13
39.536,3,2,13
39.002,2,2,13
38.468,4,2,13
37.934,3,2,13
37.4,3,2,13
36.866,3,2,13
36.332,4,2,13
35.798,3,2,13
35.264,5,2,13
34.73,6,2,13
34.196,4,2,13
33.662,3,2,13
33.128,3,2,13
32.594,4,2,13
32.06,9,2,13
31.526,3,2,13
30.992,2,2,13
30.458,4,2,13
29.924,8,2,13
29.39,2,2,13
28.856,3,2,13
28.322,3,2,13
27.788,6,2,13
27.254,9,2,13
26.72,8,2,13
26.186,7,2,13
25.652,4,2,13
25.118,9,2,13
24.584,4,2,13
24.05,6,2,13
23.516,7,2,13
22.982,6,2,13
22.448,5,2,13
21.914,8,2,13
21.38,7,2,13
20.846,10,2,13
20.312,5,2,13
19.778,9,2,13
19.244,9,2,13
18.71,6,2,13
18.176,7,2,13
17.642,10,2,13
17.108,8,2,13
16.574,9,2,13
16.04,13,2,13
15.506,6,2,13
14.972,9,2,13
14.438,11,2,13
13.904,14,2,13
13.37,12,2,13
12.836,14,2,13
12.302,8,2,13
11.768,8,2,13
11.234,14,2,13
10.7,12,2,13
10.166,13,2,13
9.632,11,2,13
9.098,11,2,13
8.564,11,2,13
8.03,16,2,13
7.496,14,2,13
6.962,14,2,13
6.428,15,2,13
5.894,15,2,13
5.36,16,2,13
4.826,16,2,13
4.292,16,2,13
3.758,18,2,13
3.224,18,2,13
2.69,19,2,13
2.156,19,2,13
1.622,20,2,13
1.088,19,2,13
0.554,19,2,13
0.02,20,2,13
6.07,20,1,14
0.02,20,1,14
296.47,15,1,15
290.42,3,1,15
290.42,1,2,15
279.388,1,2,15
273.872,1,2,15
262.84,1,2,15
257.324,1,2,15
240.776,1,2,15
224.228,1,2,15
213.196,1,2,15
202.164,1,2,15
191.132,1,2,15
179.566,2,2,15
174.05,1,2,15
168.534,2,2,15
163.018,1,2,15
157.502,1,2,15
151.986,2,2,15
145.936,1,2,15
140.42,1,2,15
134.904,2,2,15
129.388,1,2,15
123.872,1,2,15
118.356,1,2,15
106.79,1,2,15
101.274,5,2,15
95.7580000000002,2,2,15
89.7080000000002,2,2,15
84.1920000000002,7,2,15
72.6260000000001,2,2,15
67.11,1,2,15
61.06,9,2,15
55.01,5,2,15
49.494,3,2,15
43.444,9,2,15
37.394,4,2,15
31.344,11,2,15
25.294,8,2,15
19.244,7,2,15
18.71,3,2,15
18.176,9,2,15
17.642,7,2,15
17.108,15,2,15
16.574,9,2,15
16.04,8,2,15
15.506,11,2,15
14.972,12,2,15
14.438,11,2,15
13.904,10,2,15
13.37,12,2,15
12.836,10,2,15
12.302,12,2,15
11.768,10,2,15
11.234,14,2,15
10.7,18,2,15
10.166,17,2,15
9.632,14,2,15
9.098,15,2,15
8.564,14,2,15
8.03,13,2,15
7.496,18,2,15
6.962,15,2,15
6.428,12,2,15
5.894,18,2,15
5.36,16,2,15
4.826,15,2,15
4.292,15,2,15
3.758,19,2,15
3.224,19,2,15
2.69,19,2,15
2.156,20,2,15
1.622,17,2,15
1.088,18,2,15
0.554,19,2,15
0.02,20,2,15
1403.61999999999,1,1,16
512.340000000001,1,1,16
468.212000000001,1,1,16
405.934000000001,1,1,16
369.634000000001,1,1,16
347.036000000001,1,1,16
298.102,1,1,16
277.992,1,1,16
266.426,1,1,16
258.774,1,2,16
206.102,1,2,16
182.436,1,2,16
164.82,1,2,16
153.254,1,2,16
147.738,1,2,16
135.104,1,2,16
123.004,1,2,16
116.954,1,2,16
115.886,1,2,16
98.2700000000002,1,2,16
91.6860000000002,1,2,16
89.5500000000001,1,2,16
77.4500000000001,3,2,16
76.9160000000001,1,2,16
76.3820000000001,1,2,16
75.8480000000001,2,2,16
74.78,1,2,16
74.246,1,2,16
73.178,1,2,16
71.576,1,2,16
69.974,1,2,16
69.44,1,2,16
68.906,1,2,16
68.372,1,2,16
67.304,1,2,16
66.77,2,2,16
66.2359999999999,3,2,16
65.7019999999999,1,2,16
63.5659999999999,2,2,16
63.0319999999999,1,2,16
61.9639999999999,1,2,16
61.4299999999999,1,2,16
60.8959999999999,2,2,16
60.3619999999999,2,2,16
59.8279999999999,1,2,16
58.7599999999999,1,2,16
57.6919999999999,2,2,16
57.1579999999999,3,2,16
56.6239999999999,1,2,16
56.0899999999999,2,2,16
55.5559999999999,2,2,16
54.4879999999999,1,2,16
53.9539999999999,2,2,16
53.4199999999999,3,2,16
52.8859999999999,1,2,16
52.3519999999999,3,2,16
51.8179999999999,2,2,16
50.2159999999999,1,2,16
49.6819999999999,3,2,16
49.1479999999999,3,2,16
48.6139999999999,3,2,16
48.0799999999999,1,2,16
47.5459999999999,3,2,16
47.012,4,2,16
46.478,2,2,16
45.944,3,2,16
44.876,6,2,16
44.342,2,2,16
43.808,3,2,16
43.274,5,2,16
42.74,2,2,16
42.206,5,2,16
41.672,5,2,16
41.138,1,2,16
40.604,4,2,16
40.07,2,2,16
39.536,2,2,16
39.002,4,2,16
38.468,4,2,16
37.934,4,2,16
37.4,4,2,16
36.866,4,2,16
36.332,4,2,16
35.798,3,2,16
35.264,2,2,16
34.73,5,2,16
34.196,4,2,16
33.662,3,2,16
33.128,6,2,16
32.594,2,2,16
32.06,5,2,16
31.526,10,2,16
30.992,6,2,16
30.458,1,2,16
29.924,4,2,16
29.39,6,2,16
28.856,3,2,16
28.322,5,2,16
27.788,9,2,16
27.254,4,2,16
26.72,4,2,16
26.186,6,2,16
25.652,7,2,16
25.118,11,2,16
24.584,4,2,16
24.05,5,2,16
23.516,7,2,16
22.982,9,2,16
22.448,10,2,16
21.914,4,2,16
21.38,5,2,16
20.846,6,2,16
20.312,6,2,16
19.778,7,2,16
19.244,8,2,16
18.71,5,2,16
18.176,10,2,16
17.642,9,2,16
17.108,7,2,16
16.574,6,2,16
16.04,8,2,16
15.506,9,2,16
14.972,11,2,16
14.438,10,2,16
13.904,8,2,16
13.37,8,2,16
12.836,9,2,16
12.302,10,2,16
11.768,11,2,16
11.234,13,2,16
10.7,11,2,16
10.166,13,2,16
9.632,12,2,16
9.098,15,2,16
8.564,15,2,16
8.03,11,2,16
7.496,12,2,16
6.962,12,2,16
6.428,16,2,16
5.894,17,2,16
5.36,17,2,16
4.826,17,2,16
4.292,16,2,16
3.758,18,2,16
3.224,16,2,16
2.69,15,2,16
2.156,19,2,16
1.622,18,2,16
1.088,20,2,16
0.554,19,2,16
0.02,20,2,16
459.820000000001,9,1,17
454.304000000001,1,1,17
415.158,1,2,17
365.514,1,2,17
304.838,1,2,17
260.71,1,2,17
232.596,1,2,17
221.564,1,2,17
216.048,1,2,17
210.532,1,2,17
199.5,1,2,17
188.468,1,2,17
182.952,1,2,17
177.436,1,2,17
160.354,1,2,17
154.838,2,2,17
149.322,1,2,17
143.806,1,2,17
138.29,1,2,17
132.24,1,2,17
126.724,1,2,17
121.208,1,2,17
104.126,2,2,17
98.6100000000004,2,2,17
92.5600000000003,2,2,17
87.0440000000002,3,2,17
80.9940000000002,3,2,17
69.428,3,2,17
63.3779999999999,1,2,17
57.8619999999999,3,2,17
51.8119999999999,6,2,17
45.7619999999999,5,2,17
39.712,4,2,17
33.662,2,2,17
33.128,4,2,17
32.594,5,2,17
32.06,5,2,17
31.526,4,2,17
30.992,4,2,17
30.458,4,2,17
29.924,8,2,17
29.39,8,2,17
28.856,3,2,17
28.322,8,2,17
27.788,7,2,17
27.254,2,2,17
26.72,6,2,17
26.186,6,2,17
25.652,6,2,17
25.118,10,2,17
24.584,7,2,17
24.05,7,2,17
23.516,6,2,17
22.982,8,2,17
22.448,8,2,17
21.914,5,2,17
21.38,9,2,17
20.846,8,2,17
20.312,10,2,17
19.778,7,2,17
19.244,9,2,17
18.71,9,2,17
18.176,7,2,17
17.642,8,2,17
17.108,10,2,17
16.574,13,2,17
16.04,13,2,17
15.506,10,2,17
14.972,9,2,17
14.438,13,2,17
13.904,11,2,17
13.37,15,2,17
12.836,7,2,17
12.302,9,2,17
11.768,12,2,17
11.234,10,2,17
10.7,12,2,17
10.166,14,2,17
9.632,11,2,17
9.098,14,2,17
8.564,10,2,17
8.03,14,2,17
7.496,13,2,17
6.962,11,2,17
6.428,15,2,17
5.894,13,2,17
5.36,14,2,17
4.826,15,2,17
4.292,16,2,17
3.758,19,2,17
3.224,17,2,17
2.69,18,2,17
2.156,19,2,17
1.622,18,2,17
1.088,19,2,17
0.554,20,2,17
0.02,20,2,17
48.42,19,1,18
42.37,18,1,18
36.32,19,1,18
30.27,19,1,18
24.22,20,1,18
18.17,20,1,18
12.12,20,1,18
6.07,20,1,18
0.02,20,1,18
580.82,5,1,19
574.77,2,1,19
387.226,1,1,19
315.518,1,2,19
259.824,1,2,19
199.147999999999,1,2,19
193.631999999999,1,2,19
188.115999999999,2,2,19
171.033999999999,1,2,19
165.517999999999,1,2,19
142.92,1,2,19
126.372,2,2,19
114.806,1,2,19
103.24,1,2,19
91.6740000000003,1,2,19
86.1580000000002,1,2,19
80.1080000000001,2,2,19
68.542,4,2,19
62.4919999999999,1,2,19
56.4419999999999,3,2,19
50.3919999999999,3,2,19
44.342,3,2,19
43.808,3,2,19
42.74,3,2,19
42.206,5,2,19
41.672,2,2,19
41.138,2,2,19
40.604,3,2,19
40.07,4,2,19
39.536,2,2,19
39.002,6,2,19
38.468,3,2,19
37.934,5,2,19
37.4,4,2,19
36.866,6,2,19
36.332,2,2,19
35.798,4,2,19
35.264,3,2,19
34.73,4,2,19
34.196,4,2,19
33.662,2,2,19
33.128,4,2,19
32.594,7,2,19
32.06,6,2,19
31.526,5,2,19
30.992,5,2,19
30.458,3,2,19
29.924,6,2,19
29.39,4,2,19
28.856,5,2,19
28.322,8,2,19
27.788,8,2,19
27.254,5,2,19
26.72,4,2,19
26.186,7,2,19
25.652,9,2,19
25.118,9,2,19
24.584,2,2,19
24.05,7,2,19
23.516,4,2,19
22.982,9,2,19
22.448,9,2,19
21.914,6,2,19
21.38,6,2,19
20.846,13,2,19
20.312,13,2,19
19.778,7,2,19
19.244,8,2,19
18.71,10,2,19
18.176,7,2,19
17.642,8,2,19
17.108,9,2,19
16.574,10,2,19
16.04,9,2,19
15.506,9,2,19
14.972,10,2,19
14.438,14,2,19
13.904,10,2,19
13.37,14,2,19
12.836,8,2,19
12.302,5,2,19
11.768,9,2,19
11.234,15,2,19
10.7,12,2,19
10.166,9,2,19
9.632,14,2,19
9.098,14,2,19
8.564,13,2,19
8.03,14,2,19
7.496,12,2,19
6.962,12,2,19
6.428,16,2,19
5.894,16,2,19
5.36,15,2,19
4.826,17,2,19
4.292,14,2,19
3.758,18,2,19
3.224,17,2,19
2.69,19,2,19
2.156,18,2,19
1.622,19,2,19
1.088,18,2,19
0.554,20,2,19
0.02,20,2,19
350.92,12,1,20
344.87,2,1,20
311.774,1,1,20
284.194,1,2,20
267.646,1,2,20
251.098,1,2,20
245.582,1,2,20
234.55,1,2,20
229.034,1,2,20
206.436,1,2,20
178.856,1,2,20
162.308,1,2,20
150.742,1,2,20
145.226,2,2,20
134.194,2,2,20
122.628,2,2,20
111.596,3,2,20
106.08,1,2,20
94.5140000000002,2,2,20
88.9980000000002,1,2,20
82.9480000000002,2,2,20
77.4320000000001,4,2,20
71.382,1,2,20
65.866,3,2,20
59.816,10,2,20
53.766,2,2,20
48.25,5,2,20
42.2,8,2,20
36.15,12,2,20
30.1,6,2,20
24.05,5,2,20
23.516,4,2,20
22.982,9,2,20
22.448,7,2,20
21.914,3,2,20
21.38,9,2,20
20.846,9,2,20
20.312,5,2,20
19.778,5,2,20
19.244,10,2,20
18.71,5,2,20
18.176,7,2,20
17.642,6,2,20
17.108,4,2,20
16.574,6,2,20
16.04,9,2,20
15.506,9,2,20
14.972,5,2,20
14.438,9,2,20
13.904,11,2,20
13.37,12,2,20
12.836,12,2,20
12.302,12,2,20
11.768,14,2,20
11.234,14,2,20
10.7,12,2,20
10.166,11,2,20
9.632,15,2,20
9.098,11,2,20
8.564,15,2,20
8.03,15,2,20
7.496,12,2,20
6.962,15,2,20
6.428,15,2,20
5.894,15,2,20
5.36,14,2,20
4.826,16,2,20
4.292,11,2,20
3.758,15,2,20
3.224,17,2,20
2.69,17,2,20
2.156,18,2,20
1.622,19,2,20
1.088,19,2,20
0.554,19,2,20
0.02,20,2,20
1433.86999999999,1,1,21
1351.13,1,1,21
300.953999999999,1,1,21
210.738000000001,1,1,21
202.194,1,1,21
201.126,1,1,21
197.922,1,1,21
190.98,1,1,21
182.26,1,2,21
128.52,1,2,21
122.47,1,2,21
121.936,1,2,21
109.302,1,2,21
108.234,1,2,21
102.718,1,2,21
102.184,1,2,21
87.9480000000001,2,2,21
87.414,1,2,21
80.83,1,2,21
79.762,1,2,21
73.178,1,2,21
71.576,2,2,21
70.508,4,2,21
69.974,2,2,21
68.372,1,2,21
66.77,3,2,21
65.7019999999999,2,2,21
64.6339999999999,3,2,21
64.0999999999999,1,2,21
63.5659999999999,3,2,21
63.0319999999999,1,2,21
62.4979999999999,1,2,21
61.9639999999999,2,2,21
61.4299999999999,2,2,21
60.3619999999999,5,2,21
59.8279999999999,2,2,21
59.2939999999999,3,2,21
58.7599999999999,2,2,21
58.2259999999999,4,2,21
57.6919999999999,3,2,21
57.1579999999999,3,2,21
56.6239999999999,2,2,21
56.0899999999999,1,2,21
55.0219999999999,2,2,21
54.4879999999999,4,2,21
53.9539999999999,1,2,21
53.4199999999999,4,2,21
52.8859999999999,5,2,21
52.3519999999999,1,2,21
51.8179999999999,1,2,21
51.2839999999999,3,2,21
50.7499999999999,3,2,21
50.2159999999999,2,2,21
49.6819999999999,1,2,21
49.1479999999999,2,2,21
48.6139999999999,5,2,21
48.0799999999999,2,2,21
47.5459999999999,2,2,21
47.012,1,2,21
46.478,3,2,21
45.944,2,2,21
45.41,2,2,21
44.876,4,2,21
44.342,1,2,21
43.274,1,2,21
42.74,3,2,21
42.206,4,2,21
41.672,2,2,21
41.138,2,2,21
40.604,1,2,21
40.07,4,2,21
39.536,4,2,21
39.002,1,2,21
38.468,1,2,21
37.934,3,2,21
37.4,5,2,21
36.332,4,2,21
35.798,4,2,21
35.264,5,2,21
34.73,6,2,21
34.196,3,2,21
33.662,2,2,21
33.128,4,2,21
32.594,5,2,21
32.06,2,2,21
31.526,6,2,21
30.992,5,2,21
30.458,6,2,21
29.924,3,2,21
29.39,3,2,21
28.856,5,2,21
28.322,8,2,21
27.788,6,2,21
27.254,8,2,21
26.72,3,2,21
26.186,3,2,21
25.652,5,2,21
25.118,9,2,21
24.584,2,2,21
24.05,9,2,21
23.516,5,2,21
22.982,9,2,21
22.448,5,2,21
21.914,4,2,21
21.38,8,2,21
20.846,10,2,21
20.312,3,2,21
19.778,12,2,21
19.244,10,2,21
18.71,11,2,21
18.176,6,2,21
17.642,8,2,21
17.108,8,2,21
16.574,9,2,21
16.04,12,2,21
15.506,12,2,21
14.972,7,2,21
14.438,11,2,21
13.904,10,2,21
13.37,14,2,21
12.836,8,2,21
12.302,16,2,21
11.768,11,2,21
11.234,12,2,21
10.7,14,2,21
10.166,12,2,21
9.632,10,2,21
9.098,8,2,21
8.564,9,2,21
8.03,14,2,21
7.496,13,2,21
6.962,17,2,21
6.428,15,2,21
5.894,17,2,21
5.36,16,2,21
4.826,16,2,21
4.292,15,2,21
3.758,15,2,21
3.224,16,2,21
2.69,18,2,21
2.156,19,2,21
1.622,17,2,21
1.088,19,2,21
0.554,20,2,21
0.02,20,2,21
986.169999999997,2,1,22
980.653999999997,1,1,22
400.939999999999,1,1,22
161.082000000001,1,1,22
137.950000000001,1,1,22
114.284,1,1,22
99.514,2,1,22
98.98,3,1,22
97.378,1,1,22
96.31,2,1,22
95.242,1,1,22
95.242,1,2,22
89.192,2,2,22
82.074,2,2,22
81.54,1,2,22
76.024,1,2,22
75.49,1,2,22
74.956,1,2,22
68.906,1,2,22
67.838,1,2,22
66.2359999999999,1,2,22
65.7019999999999,1,2,22
65.1679999999999,1,2,22
64.0999999999999,2,2,22
63.0319999999999,1,2,22
61.9639999999999,2,2,22
60.8959999999999,1,2,22
60.3619999999999,1,2,22
59.8279999999999,1,2,22
59.2939999999999,1,2,22
58.7599999999999,4,2,22
58.2259999999999,2,2,22
57.1579999999999,1,2,22
55.5559999999999,1,2,22
55.0219999999999,1,2,22
54.4879999999999,2,2,22
53.4199999999999,1,2,22
52.8859999999999,1,2,22
52.3519999999999,2,2,22
51.8179999999999,4,2,22
51.2839999999999,1,2,22
50.7499999999999,1,2,22
50.2159999999999,1,2,22
49.6819999999999,3,2,22
49.1479999999999,1,2,22
48.0799999999999,2,2,22
47.5459999999999,2,2,22
47.012,1,2,22
46.478,3,2,22
45.944,4,2,22
45.41,4,2,22
44.342,1,2,22
43.808,1,2,22
43.274,2,2,22
42.74,3,2,22
42.206,4,2,22
41.672,3,2,22
41.138,6,2,22
40.604,4,2,22
40.07,4,2,22
39.536,1,2,22
39.002,4,2,22
38.468,2,2,22
37.934,2,2,22
36.866,4,2,22
36.332,4,2,22
35.798,2,2,22
35.264,6,2,22
34.73,4,2,22
34.196,7,2,22
33.662,4,2,22
33.128,4,2,22
32.594,3,2,22
32.06,5,2,22
31.526,5,2,22
30.992,4,2,22
30.458,4,2,22
29.924,5,2,22
29.39,8,2,22
28.856,7,2,22
28.322,4,2,22
27.788,3,2,22
27.254,5,2,22
26.72,5,2,22
26.186,6,2,22
25.652,7,2,22
25.118,6,2,22
24.584,6,2,22
24.05,8,2,22
23.516,9,2,22
22.982,6,2,22
22.448,5,2,22
21.914,7,2,22
21.38,7,2,22
20.846,9,2,22
20.312,8,2,22
19.778,4,2,22
19.244,7,2,22
18.71,7,2,22
18.176,8,2,22
17.642,10,2,22
17.108,10,2,22
16.574,5,2,22
16.04,10,2,22
15.506,8,2,22
14.972,9,2,22
14.438,9,2,22
13.904,9,2,22
13.37,11,2,22
12.836,12,2,22
12.302,11,2,22
11.768,9,2,22
11.234,13,2,22
10.7,13,2,22
10.166,15,2,22
9.632,11,2,22
9.098,12,2,22
8.564,15,2,22
8.03,16,2,22
7.496,15,2,22
6.962,11,2,22
6.428,16,2,22
5.894,14,2,22
5.36,16,2,22
4.826,17,2,22
4.292,15,2,22
3.758,17,2,22
3.224,15,2,22
2.69,15,2,22
2.156,20,2,22
1.622,18,2,22
1.088,17,2,22
0.554,20,2,22
0.02,20,2,22
163.37,14,1,23
157.32,16,1,23
151.27,10,1,23
145.22,2,1,23
145.22,2,2,23
134.188,1,2,23
128.672,1,2,23
123.156,3,2,23
117.64,2,2,23
112.124,3,2,23
106.074,2,2,23
100.558,2,2,23
95.042,5,2,23
89.526,1,2,23
83.476,2,2,23
77.9600000000001,7,2,23
72.4440000000001,7,2,23
66.394,3,2,23
60.878,11,2,23
54.828,1,2,23
49.312,13,2,23
43.262,11,2,23
37.746,5,2,23
31.696,14,2,23
25.646,15,2,23
19.596,11,2,23
13.546,15,2,23
7.496,14,2,23
6.962,14,2,23
6.428,13,2,23
5.894,19,2,23
5.36,14,2,23
4.826,15,2,23
4.292,14,2,23
3.758,15,2,23
3.224,17,2,23
2.69,20,2,23
2.156,18,2,23
1.622,20,2,23
1.088,20,2,23
0.554,20,2,23
0.02,20,2,23
508.220000000001,8,1,24
497.188000000001,1,1,24
430.996,1,2,24
309.11,1,2,24
298.078,1,2,24
270.498,1,2,24
220.854,1,2,24
181.708,1,2,24
170.142,2,2,24
164.625999999999,1,2,24
153.594,1,2,24
148.078,1,2,24
125.48,1,2,24
119.964,1,2,24
108.398,2,2,24
102.882,1,2,24
73.7000000000001,3,2,24
62.1339999999999,9,2,24
56.0839999999999,2,2,24
50.0339999999999,4,2,24
43.984,1,2,24
37.934,4,2,24
37.4,1,2,24
36.866,5,2,24
36.332,3,2,24
35.798,4,2,24
35.264,3,2,24
34.73,4,2,24
34.196,5,2,24
33.662,4,2,24
33.128,5,2,24
32.594,5,2,24
32.06,6,2,24
31.526,3,2,24
30.992,5,2,24
30.458,3,2,24
29.924,4,2,24
29.39,6,2,24
28.856,4,2,24
28.322,7,2,24
27.788,4,2,24
27.254,7,2,24
26.72,8,2,24
26.186,5,2,24
25.652,10,2,24
25.118,4,2,24
24.584,6,2,24
24.05,8,2,24
23.516,6,2,24
22.982,8,2,24
22.448,5,2,24
21.914,7,2,24
21.38,8,2,24
20.846,5,2,24
20.312,8,2,24
19.778,8,2,24
19.244,13,2,24
18.71,7,2,24
18.176,7,2,24
17.642,5,2,24
17.108,16,2,24
16.574,11,2,24
16.04,8,2,24
15.506,10,2,24
14.972,10,2,24
14.438,12,2,24
13.904,8,2,24
13.37,8,2,24
12.836,13,2,24
12.302,10,2,24
11.768,13,2,24
11.234,9,2,24
10.7,10,2,24
10.166,13,2,24
9.632,12,2,24
9.098,15,2,24
8.564,9,2,24
8.03,11,2,24
7.496,15,2,24
6.962,15,2,24
6.428,17,2,24
5.894,15,2,24
5.36,17,2,24
4.826,17,2,24
4.292,16,2,24
3.758,16,2,24
3.224,19,2,24
2.69,18,2,24
2.156,18,2,24
1.622,20,2,24
1.088,15,2,24
0.554,19,2,24
0.02,20,2,24
804.669999999998,3,1,25
771.039999999999,1,1,25
434.564,1,1,25
384.92,1,1,25
368.372,1,1,25
329.226,1,2,25
285.097999999999,1,2,25
212.856,1,2,25
190.258,1,2,25
168.194,1,2,25
145.596,1,2,25
134.03,1,2,25
99.8660000000004,2,2,25
88.3000000000002,1,2,25
76.2,2,2,25
70.15,2,2,25
64.0999999999999,2,2,25
62.4979999999999,2,2,25
61.9639999999999,2,2,25
61.4299999999999,2,2,25
60.8959999999999,3,2,25
60.3619999999999,2,2,25
59.8279999999999,2,2,25
59.2939999999999,1,2,25
58.2259999999999,3,2,25
57.1579999999999,1,2,25
56.6239999999999,4,2,25
55.0219999999999,2,2,25
54.4879999999999,2,2,25
53.9539999999999,3,2,25
52.8859999999999,3,2,25
51.8179999999999,3,2,25
51.2839999999999,2,2,25
50.2159999999999,1,2,25
49.6819999999999,3,2,25
49.1479999999999,4,2,25
47.5459999999999,4,2,25
47.012,1,2,25
46.478,3,2,25
45.944,4,2,25
45.41,2,2,25
44.876,3,2,25
44.342,4,2,25
43.808,4,2,25
43.274,7,2,25
42.74,5,2,25
42.206,4,2,25
41.672,3,2,25
41.138,2,2,25
40.604,5,2,25
40.07,3,2,25
39.536,2,2,25
39.002,2,2,25
38.468,2,2,25
37.934,3,2,25
37.4,4,2,25
36.866,2,2,25
36.332,3,2,25
35.798,3,2,25
35.264,4,2,25
34.73,4,2,25
34.196,4,2,25
33.662,7,2,25
33.128,5,2,25
32.594,6,2,25
32.06,5,2,25
31.526,6,2,25
30.992,2,2,25
30.458,2,2,25
29.924,5,2,25
29.39,6,2,25
28.856,5,2,25
28.322,7,2,25
27.788,7,2,25
27.254,1,2,25
26.72,7,2,25
26.186,3,2,25
25.652,8,2,25
25.118,9,2,25
24.584,8,2,25
24.05,4,2,25
23.516,9,2,25
22.982,6,2,25
22.448,9,2,25
21.914,8,2,25
21.38,10,2,25
20.846,6,2,25
20.312,10,2,25
19.778,5,2,25
19.244,9,2,25
18.71,11,2,25
18.176,13,2,25
17.642,9,2,25
17.108,10,2,25
16.574,8,2,25
16.04,12,2,25
15.506,6,2,25
14.972,9,2,25
14.438,8,2,25
13.904,9,2,25
13.37,11,2,25
12.836,12,2,25
12.302,13,2,25
11.768,12,2,25
11.234,9,2,25
10.7,11,2,25
10.166,14,2,25
9.632,16,2,25
9.098,17,2,25
8.564,13,2,25
8.03,14,2,25
7.496,15,2,25
6.962,14,2,25
6.428,12,2,25
5.894,15,2,25
5.36,14,2,25
4.826,20,2,25
4.292,17,2,25
3.758,16,2,25
3.224,16,2,25
2.69,14,2,25
2.156,17,2,25
1.622,18,2,25
1.088,16,2,25
0.554,19,2,25
0.02,20,2,25
1766.61999999999,1,1,26
1705.94399999999,1,2,26
699.895999999999,1,2,26
118.034000000001,1,2,26
117.500000000001,1,2,26
111.626,1,2,26
96.6740000000003,1,2,26
96.1400000000003,1,2,26
93.4700000000003,1,2,26
91.3340000000002,2,2,26
89.7320000000002,1,2,26
88.1300000000002,1,2,26
85.4600000000002,1,2,26
82.7900000000001,1,2,26
80.6540000000001,1,2,26
79.5860000000001,2,2,26
79.0520000000001,1,2,26
78.5180000000001,1,2,26
77.4500000000001,1,2,26
76.3820000000001,1,2,26
75.314,1,2,26
74.78,1,2,26
73.178,1,2,26
71.576,1,2,26
71.042,2,2,26
70.508,1,2,26
69.44,2,2,26
68.906,1,2,26
68.372,2,2,26
67.304,1,2,26
66.77,1,2,26
65.7019999999999,1,2,26
65.1679999999999,1,2,26
64.0999999999999,1,2,26
63.5659999999999,2,2,26
62.4979999999999,1,2,26
61.9639999999999,1,2,26
60.3619999999999,2,2,26
59.8279999999999,3,2,26
59.2939999999999,2,2,26
58.7599999999999,1,2,26
57.1579999999999,3,2,26
56.6239999999999,1,2,26
56.0899999999999,2,2,26
55.5559999999999,5,2,26
54.4879999999999,3,2,26
53.9539999999999,4,2,26
53.4199999999999,2,2,26
52.8859999999999,2,2,26
52.3519999999999,1,2,26
51.8179999999999,2,2,26
51.2839999999999,2,2,26
50.7499999999999,2,2,26
50.2159999999999,1,2,26
49.6819999999999,1,2,26
49.1479999999999,2,2,26
48.6139999999999,2,2,26
48.0799999999999,2,2,26
47.5459999999999,1,2,26
47.012,2,2,26
46.478,1,2,26
45.944,2,2,26
45.41,6,2,26
44.876,2,2,26
44.342,4,2,26
43.808,1,2,26
43.274,3,2,26
42.74,2,2,26
42.206,4,2,26
41.672,3,2,26
41.138,6,2,26
40.604,2,2,26
40.07,2,2,26
39.536,1,2,26
39.002,2,2,26
